Member_number,itemDescription
1636,white bread
1636,root vegetables
1636,whole milk
1635,chocolate
1635,citrus fruit
1635,butter
1635,whole milk
1635,shopping bags
1635,white bread
1634,fruit/vegetable juice
1634,whole milk
1634,frankfurter
1634,yogurt
1634,brown bread
1634,herbs
1634,bottled water
1634,rolls/buns
1634,soda
1634,butter milk
1634,other vegetables
1634,pet care
1634,chicken
1634,curd
1633,condensed milk
1633,whole milk
1633,pastry
1633,shopping bags
1633,pork
1633,ready soups
1632,chicken
1632,shopping bags
1632,soda
1632,misc. beverages
1632,root vegetables
1632,napkins
1632,onions
1632,rolls/buns
1632,whole milk
1632,brown bread
1632,white bread
1629,frozen dessert
1629,citrus fruit
1629,whole milk
1629,yogurt
1629,tropical fruit
1629,ham
1627,hygiene articles
1627,rolls/buns
1627,fruit/vegetable juice
1627,pastry
1627,other vegetables
1627,pip fruit
1627,canned beer
1627,root vegetables
1626,chewing gum
1626,pastry
1622,salty snack
1622,misc. beverages
1622,shopping bags
1622,canned beer
1622,whole milk
1622,meat
1622,tropical fruit
1622,soda
1622,margarine
1622,rolls/buns
1621,butter milk
1621,ham
1621,sugar
1621,shopping bags
1621,other vegetables
1621,waffles
1621,soda
1621,bottled beer
1621,beef
1621,detergent
1621,yogurt
1619,dessert
1619,waffles
1619,jam
1619,whole milk
1619,root vegetables
1619,beef
1619,napkins
1619,whipped/sour cream
1616,pip fruit
1616,frozen meals
1616,whole milk
1616,ham
1616,frankfurter
1616,pastry
1616,berries
1616,margarine
1616,coffee
1613,canned vegetables
1613,cream cheese
1613,flour
1613,turkey
1613,tropical fruit
1613,whole milk
1613,whipped/sour cream
1613,soda
1613,white wine
1613,pastry
1613,other vegetables
1613,yogurt
1613,butter
1613,salt
1612,citrus fruit
1612,frozen vegetables
1612,soups
1612,canned vegetables
1612,whole milk
1612,ice cream
1612,frozen meals
1612,bottled water
1612,sausage
1612,soda
1612,butter
1612,rolls/buns
1612,yogurt
1612,canned beer
1612,oil
1611,sausage
1611,domestic eggs
1611,yogurt
1611,frozen meals
1611,bottled beer
1611,coffee
1611,other vegetables
1611,liver loaf
1610,root vegetables
1610,cream cheese
1610,bottled beer
1610,oil
1610,yogurt
1610,pastry
1609,sugar
1609,rolls/buns
1609,soda
1609,napkins
1609,other vegetables
1609,whole milk
1609,pickled vegetables
1609,white wine
1609,fruit/vegetable juice
1609,butter
1609,soft cheese
1609,chocolate
1608,ice cream
1608,cream cheese
1608,frozen vegetables
1608,pastry
1608,snack products
1608,shopping bags
1608,frankfurter
1608,fruit/vegetable juice
1608,red/blush wine
1608,tropical fruit
1608,whole milk
1608,citrus fruit
1608,hamburger meat
1608,canned beer
1608,root vegetables
1608,napkins
1605,whole milk
1605,yogurt
1605,seasonal products
1605,citrus fruit
1605,fruit/vegetable juice
1605,canned beer
1605,sausage
1605,rolls/buns
1605,other vegetables
1605,white wine
1605,soda
1601,beef
1601,root vegetables
1601,frozen vegetables
1601,whole milk
1601,soda
1601,butter
1598,root vegetables
1598,rolls/buns
1598,sliced cheese
1598,soda
1598,cream cheese
1598,ice cream
1598,white bread
1597,UHT-milk
1597,cake bar
1597,frozen meals
1597,oil
1597,other vegetables
1597,whole milk
1596,margarine
1596,pot plants
1596,UHT-milk
1596,dessert
1596,beverages
1596,whole milk
1596,bottled water
1596,other vegetables
1594,bottled water
1594,brown bread
1594,yogurt
1594,specialty bar
1594,sugar
1589,root vegetables
1589,dessert
1589,butter
1589,hamburger meat
1588,jam
1588,sausage
1588,beverages
1588,pork
1588,processed cheese
1588,dishes
1588,root vegetables
1586,pip fruit
1586,hard cheese
1586,butter
1586,soda
1586,citrus fruit
1586,rolls/buns
1585,rolls/buns
1585,whole milk
1585,margarine
1585,yogurt
1585,other vegetables
1585,soda
1585,fruit/vegetable juice
1585,tropical fruit
1584,curd
1584,rolls/buns
1584,UHT-milk
1584,cream cheese
1584,sugar
1584,dessert
1584,hygiene articles
1584,onions
1584,frankfurter
1584,soda
1584,whole milk
1584,yogurt
1584,pastry
1584,pet care
1582,margarine
1582,sparkling wine
1582,curd
1582,shopping bags
1582,sausage
1581,butter
1581,meat
1581,onions
1581,napkins
1581,grapes
1580,pip fruit
1580,canned beer
1580,misc. beverages
1580,salty snack
1580,tropical fruit
1580,citrus fruit
1580,domestic eggs
1580,sliced cheese
1580,mustard
1580,other vegetables
1580,whole milk
1580,chewing gum
1579,canned beer
1579,specialty bar
1578,frozen vegetables
1578,beverages
1578,packaged fruit/vegetables
1578,whole milk
1578,bottled beer
1578,citrus fruit
1578,napkins
1575,yogurt
1575,whole milk
1575,dessert
1575,misc. beverages
1575,white bread
1575,shopping bags
1575,seasonal products
1575,rolls/buns
1574,other vegetables
1574,pastry
1574,pork
1574,bottled beer
1574,roll products
1574,flour
1574,whipped/sour cream
1574,cat food
1574,brown bread
1574,whole milk
1574,margarine
1574,frankfurter
1574,specialty chocolate
1574,frozen fish
1574,butter
1574,hamburger meat
1574,soda
1574,white bread
1574,onions
1571,dishes
1571,bottled beer
1571,frozen vegetables
1571,sausage
1571,misc. beverages
1571,onions
1571,whole milk
1569,fruit/vegetable juice
1569,other vegetables
1569,berries
1569,white bread
1569,bottled beer
1569,rolls/buns
1569,pastry
1567,chocolate
1567,bottled beer
1567,bottled water
1567,shopping bags
1567,pot plants
1567,yogurt
1567,whole milk
1567,rolls/buns
1567,ham
1567,specialty cheese
1567,frankfurter
1567,whipped/sour cream
1567,candy
1567,citrus fruit
1567,chewing gum
1567,onions
1566,waffles
1566,whole milk
1566,citrus fruit
1566,other vegetables
1566,dessert
1566,tropical fruit
1566,frozen meals
1566,yogurt
1566,ketchup
1566,shopping bags
1566,grapes
1566,bottled beer
1566,curd
1566,soda
1566,salt
1566,berries
1565,chocolate
1565,chewing gum
1565,coffee
1565,condensed milk
1565,rolls/buns
1565,tea
1565,canned beer
1565,meat
1565,cat food
1565,other vegetables
1565,pork
1565,frozen vegetables
1565,domestic eggs
1565,whole milk
1565,shopping bags
1565,oil
1565,berries
1562,pork
1562,snack products
1562,frankfurter
1562,beef
1562,soda
1562,frozen vegetables
1561,canned beer
1561,onions
1561,whole milk
1561,chewing gum
1561,sugar
1561,white bread
1561,flour
1561,domestic eggs
1561,dishes
1561,yogurt
1561,cream cheese
1561,coffee
1561,dish cleaner
1561,fruit/vegetable juice
1560,white bread
1560,salty snack
1559,other vegetables
1559,brown bread
1559,sausage
1559,beef
1559,napkins
1559,semi-finished bread
1559,citrus fruit
1558,other vegetables
1558,finished products
1557,chocolate
1557,hamburger meat
1557,domestic eggs
1557,beef
1555,rolls/buns
1554,meat
1554,pip fruit
1554,butter
1554,curd
1554,hygiene articles
1554,soda
1554,canned fish
1554,brown bread
1554,detergent
1554,beef
1554,vinegar
1554,sausage
1554,tropical fruit
1548,condensed milk
1548,other vegetables
1548,bottled beer
1548,pastry
1547,whole milk
1547,pickled vegetables
1547,onions
1547,cling film/bags
1547,soda
1542,popcorn
1542,yogurt
1542,whole milk
1542,tropical fruit
1542,hamburger meat
1542,curd
1542,sausage
1542,pork
1539,frankfurter
1539,rolls/buns
1539,whipped/sour cream
1539,pip fruit
1539,margarine
1538,dessert
1538,hamburger meat
1538,sausage
1538,root vegetables
1538,tropical fruit
1528,curd
1528,sausage
1528,whole milk
1528,chicken
1528,frozen vegetables
1528,tropical fruit
1528,cream cheese
1527,citrus fruit
1527,soda
1527,UHT-milk
1527,bottled water
1527,frozen meals
1527,other vegetables
1527,napkins
1527,whole milk
1527,frozen vegetables
1527,rolls/buns
1527,domestic eggs
1527,spices
1525,bottled water
1525,sliced cheese
1525,sausage
1525,bottled beer
1525,ham
1524,cream cheese
1524,UHT-milk
1524,root vegetables
1524,brown bread
1524,tropical fruit
1524,whipped/sour cream
1524,waffles
1524,soda
1524,dessert
1520,beef
1520,baking powder
1520,yogurt
1520,other vegetables
1520,berries
1518,pastry
1518,other vegetables
1518,ketchup
1518,pork
1518,frankfurter
1518,tropical fruit
1518,yogurt
1516,brown bread
1516,specialty chocolate
1516,oil
1516,shopping bags
1514,shopping bags
1514,waffles
1514,root vegetables
1514,whipped/sour cream
1514,citrus fruit
1514,rolls/buns
1514,whole milk
1514,bottled water
1514,pasta
1508,brown bread
1508,yogurt
1508,pot plants
1508,pip fruit
1508,rolls/buns
1508,sausage
1508,bottled beer
1508,canned beer
1505,beef
1505,citrus fruit
1505,cat food
1505,frankfurter
1505,shopping bags
1505,other vegetables
1505,canned beer
1504,sausage
1504,curd
1504,whole milk
1504,root vegetables
1504,white wine
1504,tropical fruit
1504,chocolate
1504,yogurt
1503,dishes
1503,whipped/sour cream
1503,chicken
1503,meat
1503,finished products
1503,bottled beer
1503,whole milk
1503,pork
1503,fruit/vegetable juice
1502,other vegetables
1502,yogurt
1502,butter milk
1502,UHT-milk
1502,frozen vegetables
1502,canned beer
1502,sausage
1501,butter
1501,fruit/vegetable juice
1501,whole milk
1501,curd
1501,napkins
1501,chicken
1501,hard cheese
1501,detergent
1501,bottled water
1501,baking powder
1500,fruit/vegetable juice
1500,hygiene articles
1500,specialty bar
1500,bottled beer
1500,soups
1500,pork
1500,pasta
1500,canned fish
1500,sausage
1500,frankfurter
1500,whole milk
1500,rolls/buns
1500,chocolate
1500,shopping bags
1500,soda
1499,sliced cheese
1499,rolls/buns
1499,root vegetables
1499,cat food
1499,spread cheese
1499,soda
1499,frozen vegetables
1499,whole milk
1497,packaged fruit/vegetables
1497,butter milk
1497,sausage
1497,shopping bags
1497,coffee
1497,tea
1497,margarine
1496,root vegetables
1496,hygiene articles
1495,root vegetables
1495,packaged fruit/vegetables
1495,other vegetables
1495,hygiene articles
1495,whipped/sour cream
1495,misc. beverages
1495,frankfurter
1495,meat
1495,specialty bar
1493,UHT-milk
1493,root vegetables
1493,liquor
1493,beverages
1493,oil
1493,semi-finished bread
1493,whole milk
1493,processed cheese
1493,napkins
1493,yogurt
1493,whipped/sour cream
1493,hygiene articles
1493,spices
1491,hamburger meat
1491,frankfurter
1491,root vegetables
1491,pickled vegetables
1491,soft cheese
1491,chicken
1491,other vegetables
1491,citrus fruit
1491,pork
1491,hygiene articles
1488,white bread
1488,root vegetables
1488,grapes
1488,UHT-milk
1488,meat
1488,onions
1488,curd
1488,beef
1486,spices
1486,soda
1486,other vegetables
1486,soft cheese
1486,onions
1486,dish cleaner
1486,rolls/buns
1486,chicken
1486,oil
1486,pastry
1486,yogurt
1486,pip fruit
1486,beef
1485,packaged fruit/vegetables
1485,beef
1485,other vegetables
1485,soda
1484,beef
1484,whole milk
1484,sausage
1484,root vegetables
1484,soft cheese
1484,white wine
1484,bottled beer
1484,soda
1482,shopping bags
1482,pip fruit
1482,mayonnaise
1482,sugar
1482,sausage
1482,bottled beer
1482,brown bread
1482,whole milk
1482,soda
1482,beverages
1482,cake bar
1482,cream cheese
1482,canned fish
1482,frozen vegetables
1482,soft cheese
1482,rolls/buns
1480,pip fruit
1480,rolls/buns
1480,detergent
1480,beef
1480,bottled water
1480,berries
1480,soda
1480,grapes
1480,onions
1480,tropical fruit
1480,packaged fruit/vegetables
1480,shopping bags
1479,whole milk
1479,sausage
1479,brown bread
1479,other vegetables
1479,pip fruit
1479,berries
1479,shopping bags
1479,tropical fruit
1479,soda
1479,sauces
1479,rolls/buns
1477,cream cheese
1477,sausage
1477,berries
1477,coffee
1477,pot plants
1477,liquor
1477,misc. beverages
1477,beverages
1477,other vegetables
1477,packaged fruit/vegetables
1477,frozen vegetables
1477,bottled beer
1477,meat
1477,root vegetables
1477,rolls/buns
1475,canned beer
1475,kitchen towels
1475,frankfurter
1475,domestic eggs
1475,yogurt
1475,hamburger meat
1475,frozen meals
1475,frozen potato products
1475,pastry
1475,pasta
1474,chocolate
1474,frankfurter
1474,margarine
1474,whole milk
1474,meat
1474,misc. beverages
1474,white bread
1474,root vegetables
1474,cream cheese
1473,whole milk
1473,napkins
1473,hamburger meat
1473,pasta
1473,whipped/sour cream
1473,curd cheese
1473,rolls/buns
1473,soda
1473,mustard
1472,whole milk
1472,misc. beverages
1472,bottled beer
1472,hygiene articles
1472,other vegetables
1472,yogurt
1472,curd
1472,sliced cheese
1472,root vegetables
1472,specialty bar
1472,pork
1472,waffles
1472,bottled water
1472,curd cheese
1470,tropical fruit
1470,fruit/vegetable juice
1464,soda
1464,other vegetables
1464,sausage
1464,dessert
1464,pastry
1463,tropical fruit
1463,sausage
1463,root vegetables
1463,other vegetables
1463,specialty bar
1460,whipped/sour cream
1460,bottled water
1460,yogurt
1460,other vegetables
1460,flour
1460,hamburger meat
1460,waffles
1460,tropical fruit
1460,ham
1460,napkins
1459,chocolate marshmallow
1459,curd
1459,whole milk
1459,citrus fruit
1458,pip fruit
1458,specialty bar
1458,grapes
1458,rolls/buns
1458,pork
1458,ice cream
1458,canned beer
1456,hygiene articles
1456,whole milk
1456,domestic eggs
1456,frozen vegetables
1456,seasonal products
1456,rolls/buns
1456,whipped/sour cream
1456,shopping bags
1456,packaged fruit/vegetables
1456,specialty chocolate
1456,root vegetables
1456,liquor
1454,tropical fruit
1454,fruit/vegetable juice
1454,white bread
1454,rolls/buns
1454,meat
1454,brown bread
1454,coffee
1454,flour
1454,beef
1454,chicken
1453,hygiene articles
1453,fruit/vegetable juice
1453,citrus fruit
1453,margarine
1452,chewing gum
1452,tropical fruit
1452,mayonnaise
1452,shopping bags
1452,liver loaf
1452,margarine
1452,frozen vegetables
1452,rice
1452,other vegetables
1452,rolls/buns
1452,curd
1452,soda
1452,ham
1452,whole milk
1452,chicken
1450,yogurt
1450,other vegetables
1450,root vegetables
1450,canned beer
1450,specialty bar
1450,bottled beer
1450,hamburger meat
1450,cling film/bags
1450,soda
1450,misc. beverages
1450,coffee
1450,pickled vegetables
1450,instant coffee
1449,other vegetables
1449,domestic eggs
1449,ham
1449,tropical fruit
1449,soda
1449,whole milk
1449,margarine
1449,finished products
1445,pip fruit
1445,frankfurter
1445,bottled water
1445,chocolate
1445,other vegetables
1445,rolls/buns
1440,rolls/buns
1440,shopping bags
1440,chocolate
1440,whole milk
1440,sausage
1440,yogurt
1440,fruit/vegetable juice
1440,tropical fruit
1440,other vegetables
1439,frankfurter
1439,whole milk
1436,beverages
1436,chocolate marshmallow
1435,canned beer
1435,specialty chocolate
1435,hard cheese
1435,soda
1435,fruit/vegetable juice
1435,rolls/buns
1435,baking powder
1435,whipped/sour cream
1435,ham
1435,beef
1435,yogurt
1435,salty snack
1435,dessert
1435,pork
1432,frozen vegetables
1432,berries
1432,pip fruit
1432,bottled beer
1432,other vegetables
1432,grapes
1432,cat food
1432,butter
1432,pickled vegetables
1432,specialty bar
1431,domestic eggs
1431,whipped/sour cream
1431,yogurt
1431,other vegetables
1431,bottled water
1431,rolls/buns
1431,citrus fruit
1431,specialty bar
1431,whole milk
1430,citrus fruit
1430,soft cheese
1430,canned beer
1430,cake bar
1430,yogurt
1430,rolls/buns
1430,other vegetables
1430,waffles
1430,salt
1430,white wine
1430,frankfurter
1430,hamburger meat
1430,soda
1430,beef
1428,UHT-milk
1428,napkins
1428,shopping bags
1428,pip fruit
1428,soda
1428,whole milk
1428,margarine
1428,berries
1428,other vegetables
1428,yogurt
1428,rolls/buns
1423,pasta
1423,citrus fruit
1423,shopping bags
1423,mustard
1418,soda
1418,citrus fruit
1418,butter
1418,curd
1418,bottled water
1418,pastry
1418,cake bar
1416,sausage
1416,onions
1416,yogurt
1416,canned beer
1416,pastry
1416,other vegetables
1416,fruit/vegetable juice
1416,cream cheese
1416,sliced cheese
1416,oil
1413,citrus fruit
1413,ham
1413,soda
1413,canned beer
1413,sugar
1413,bottled water
1413,pastry
1410,chocolate
1410,citrus fruit
1410,whipped/sour cream
1410,salty snack
1410,mustard
1410,rum
1410,liquor
1410,condensed milk
1410,bottled water
1410,kitchen towels
1410,other vegetables
1410,UHT-milk
1410,soda
1410,bottled beer
1410,pet care
1410,specialty chocolate
1410,sausage
1410,rolls/buns
1410,shopping bags
1410,waffles
1410,soups
1410,dishes
1410,white bread
1410,yogurt
1408,root vegetables
1408,hamburger meat
1408,whole milk
1408,soda
1408,ice cream
1407,domestic eggs
1407,ham
1407,root vegetables
1407,beef
1407,pasta
1407,whole milk
1407,frankfurter
1407,detergent
1407,pastry
1407,coffee
1407,frozen vegetables
1407,bottled beer
1407,citrus fruit
1407,white bread
1407,butter
1407,white wine
1407,bottled water
1407,rolls/buns
1407,fruit/vegetable juice
1406,tropical fruit
1406,bottled beer
1406,sparkling wine
1406,sausage
1406,misc. beverages
1406,waffles
1406,curd
1406,chicken
1406,whipped/sour cream
1406,fruit/vegetable juice
1406,mayonnaise
1405,artif. sweetener
1405,whole milk
1405,bottled beer
1405,other vegetables
1405,ham
1403,other vegetables
1403,hamburger meat
1403,semi-finished bread
1403,cling film/bags
1403,whipped/sour cream
1403,fruit/vegetable juice
1403,salty snack
1403,curd
1403,sliced cheese
1403,frankfurter
1402,sliced cheese
1402,rolls/buns
1402,brown bread
1400,rolls/buns
1400,fruit/vegetable juice
1399,frozen meals
1399,rice
1399,other vegetables
1399,beverages
1399,condensed milk
1399,canned vegetables
1397,UHT-milk
1397,whipped/sour cream
1395,hard cheese
1395,whole milk
1395,beverages
1395,canned beer
1395,fruit/vegetable juice
1395,shopping bags
1395,cream cheese
1395,soda
1395,root vegetables
1395,pork
1395,meat
1395,salty snack
1395,other vegetables
1395,brown bread
1395,sausage
1395,butter
1395,curd
1395,tropical fruit
1394,bottled water
1394,bottled beer
1394,ham
1394,whole milk
1393,pastry
1393,yogurt
1393,red/blush wine
1393,chocolate
1393,flour
1393,dessert
1392,other vegetables
1392,butter
1392,napkins
1392,specialty bar
1392,cream cheese
1392,curd
1388,cake bar
1388,hygiene articles
1388,UHT-milk
1388,root vegetables
1388,ice cream
1388,rolls/buns
1386,berries
1386,pork
1386,sugar
1386,soda
1385,curd
1385,other vegetables
1385,frozen vegetables
1385,pip fruit
1385,yogurt
1385,coffee
1385,whipped/sour cream
1385,beef
1385,turkey
1385,root vegetables
1385,chocolate
1385,berries
1385,fruit/vegetable juice
1385,whole milk
